,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,labels
BTG1,-0.31004956,-0.48673418,-0.36630076,0.3822501,-0.69487053,-0.2709433,-0.51688725,-0.4201376,-0.46643153,1.1697098,-0.5232038,-0.74412304,-0.6455928,1.1494082,-0.5805805,0.3316573,-0.5801985,-0.34365466,-0.30060893,-0.3858481,-0.09602403,-0.49475354,-0.5061314,-0.14109239,-0.6170237,-0.38846764,-0.4043679,-0.37595147,-0.14552502,-0.41445157,-0.42182642,-0.33033502,-0.16967106,0.1005502,-0.07290098,-0.32400876,-0.1342113,-0.041770753,0.018191604,-0.2027667,-0.12969032,-0.7535921,-0.34966734,0.521272,0.32048434,-0.78700525,-0.11023518,-0.5247071,1.2060251,-0.4413128,0.6653069,0.7038051,-0.61595696,-0.5778569,-0.19635893,-0.5691771,0.21750978,2.0988,-0.73938596,0.52732044,-0.21486866,-0.56673217,-0.88613725,-0.61595696,0.42442256,-0.66836375,0.8476542,-0.067409344,0.33760074,-0.61595696,-0.54231733,-0.38136566,0.8539527,1.0
TSPAN7,-0.31004956,-0.15603878,-0.36630076,0.3824807,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.44476667,0.8696298,0.6158824,-0.3495929,3.547431,-0.45650026,-0.44246095,0.7526896,1.1673281,1.2588481,0.5169381,0.5031651,-0.38511503,-0.024559554,-0.037732646,0.20855826,0.18067862,2.825665,2.1056163,1.1979878,1.5100595,-0.20626318,2.8588722,0.90046245,2.577509,0.43447495,0.79784393,2.6041644,2.8353326,0.7979823,2.5597954,3.341198,1.2060251,-0.42889857,0.6653069,0.5746932,-0.5635859,-0.5778569,-0.19649075,1.3520501,-0.46848515,-0.7911863,0.025185294,0.23470128,0.2695053,0.21094656,-0.21484321,-0.5635858,0.46822202,-0.63784647,0.7771205,-0.009159405,0.30538478,-0.5635858,-0.47249678,-0.38136566,-0.7939992,0.0
SHISA9,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.50466835,-1.5030656,-1.3619834,-0.61595696,-0.5778569,-0.19649075,1.3520501,-0.2724866,2.8127966,-0.54804075,-1.2897907,0.5387201,-1.3973142,-0.5695429,-0.61595696,0.14820987,-0.6736441,0.7514718,-0.3004091,-0.0006666006,-0.61595696,-0.55977243,-0.35747463,0.44180086,0.0
SEMA4F,-0.31004956,-0.48673418,-0.36630076,-0.4674756,0.22948731,0.490665,0.026429245,-0.4201376,1.1704072,-0.43505645,0.46242735,0.9315725,-0.14412871,-0.40537044,-0.5805805,0.32855964,-0.17363818,-0.53293926,-0.45059314,0.1553924,-0.62413836,-0.31341973,-0.37780437,-0.0155165335,-0.46450114,-0.56600595,0.3068344,-0.48919427,-0.2885842,-0.48461974,-0.29567206,-0.030451251,-0.5319927,-0.39878896,-0.27962285,-0.4881806,0.21328986,1.1230075,-0.78558123,-0.32111058,0.48752666,-0.48917496,0.83438975,-0.63246995,-0.27108535,-0.5976082,-0.43792108,-0.3688758,1.2060251,-0.3703698,0.6653069,0.31646973,-0.61595696,-0.5778569,-0.1964522,-1.5297909,-0.2724866,-0.11118945,-0.0737757,-0.7151436,0.6257055,-0.71074677,-0.011140206,-0.61595696,0.5183349,-0.90368354,0.9630731,-0.10069503,0.3537087,-0.61595696,-0.5248622,-0.40525672,-0.87569606,0.0
FLI1,-0.31004956,0.5000849,3.9388585,1.2304121,-0.69487053,-0.26683012,2.7312143,-0.4201376,-0.46643153,-0.43505645,0.45420602,0.4467748,-0.1493102,-0.40537044,0.25427893,0.3240251,-0.17336327,0.3498319,1.932349,1.1269199,1.4023323,1.9578665,0.14041553,1.2078755,-0.62305886,2.5652564,-0.23390679,0.64993465,2.6639853,0.109654084,1.3790185,1.7180434,0.53057915,0.8090338,0.5756986,-0.43584633,-0.33277103,-0.31869057,1.5853461,-0.35347617,0.41504058,-0.50109464,-0.6552575,1.9334835,0.8214822,1.8294613,1.2265168,0.114693984,1.2060251,0.005055758,0.6653069,0.5746932,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.72318655,-0.09249275,-1.5234727,0.9512618,-1.0594956,-0.16529384,-0.64214253,0.3664179,-0.99836457,0.93421835,-0.31705195,0.19262902,-0.64214253,-0.54231733,-0.42914775,-0.5046065,1.0
IL31RA,0.41440877,0.17202234,-0.36630076,0.3526865,-0.22298113,0.08952245,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,0.6887445,0.8133638,-0.40537044,-0.5805805,-0.5959015,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,-0.39665297,0.246879,0.48901927,-0.4505018,0.27447653,0.7651434,2.1108701,1.6561186,0.16643836,-0.16933225,0.81864,-0.52400595,1.1160682,0.894283,-0.77197963,-0.054361727,1.2060251,-0.50466835,-1.5030656,-1.9429865,-0.61595696,-0.5778569,-0.19649075,1.3520501,-0.46848515,-0.34918836,0.56426895,2.3398447,-0.03455584,1.5934865,0.47033963,-0.61595696,0.150972,0.18113753,0.45330644,-0.0008379842,0.4664645,-0.61595696,-0.5248622,-0.40525672,-0.5724127,0.0
NEIL3,-0.31004956,-0.48673418,-0.36630076,1.2330568,0.7210978,0.5049127,0.5947891,0.66355026,0.36265725,-0.43505645,-0.5232038,-0.0030694418,-0.14161572,-0.40537044,0.26637542,-0.5959015,0.2943896,-0.33614624,-0.3233231,-0.41912752,-0.2061656,-0.4968457,-0.18939449,0.69728184,-0.57031965,-0.51971906,-0.24561723,-0.29211408,-0.51048416,-0.3436478,-0.15393242,-0.44521812,1.3599584,2.7032201,0.16710594,1.2337419,1.1970798,0.67357105,2.809976,-0.22814657,2.6959608,1.9212445,3.717383,3.2050953,0.5642726,2.9247165,2.8246717,0.68699026,-0.82917017,-0.2512462,0.6653069,-1.4910952,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.7571864,-0.16785803,-1.5234727,0.8983514,-1.1338878,-0.23504516,-0.64214253,-0.23848793,-0.99836457,0.70017457,-0.9245156,-0.39531183,-0.64214253,-0.54231733,-0.42914775,-0.23317686,0.0
FXYD7,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26583222,-0.51688725,-0.4201376,0.36124536,-0.43505645,-0.5232038,-0.49670857,-0.6455928,-0.40537044,-0.5805805,-0.5959015,0.23261559,1.9462348,-0.0869439,-0.2685482,0.025996797,-0.49848872,-0.13378075,-0.4049795,0.58060426,-0.5127289,-0.48536766,1.8397629,0.4034226,-0.33307335,1.1985804,0.23768823,0.29010114,-0.050999552,1.3072411,0.6737813,0.48219404,-0.21220194,-0.14000612,-0.4304453,0.7894739,-0.16236937,0.48702577,1.4330511,0.9840221,-0.23009318,0.7282581,-0.37081543,-0.82917017,-0.34214762,0.6653069,-1.2974274,-0.5635859,-0.5778569,-0.19541341,0.52866703,-0.2724866,-0.34918836,0.7218292,-0.8104684,1.0822437,0.10459734,0.7018203,-0.5635858,0.6244795,-0.9526529,1.0175765,-0.017480824,0.43424854,-0.5635858,-0.43758652,-0.42914775,-0.19755872,0.0
NKAIN4,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,0.46352386,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.51769805,-0.5037493,-0.26560533,-0.4301144,-0.4058191,-0.5437961,-0.43460405,-0.2333742,-0.22822508,-0.49705335,-0.46741262,-0.22612791,-0.47722945,-0.51745576,-0.3956568,-0.41287544,0.4634797,-0.62458795,0.05148826,1.279347,0.8852522,-0.7565353,1.1223048,1.7089117,-0.7441766,-0.09360454,-0.85164565,0.052633327,-0.62540877,-0.34313986,-0.3007439,-0.21145423,-0.82917017,-0.50466835,-1.5030656,-1.6847628,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.34918836,0.056560162,-1.5234727,1.055905,-0.91236717,-0.027343854,-0.64214253,0.5404319,-0.99836457,1.001546,-0.14230213,0.3617627,-0.64214253,-0.54231733,-0.42914775,0.65106684,0.0
FXYD1,0.4164571,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26621744,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49889725,-0.14203008,-0.40537044,-0.5805805,0.33208734,-0.0076652505,2.436192,0.35827452,1.681281,-0.15254055,1.3669136,0.19635764,0.06445708,0.29543233,1.296103,0.3437401,2.6428952,0.34072465,-0.16886374,2.8644733,1.3457563,-0.5717102,4.918507,3.619331,1.9836125,4.1606455,2.8179584,3.4696996,2.7364006,4.8315105,3.0110652,3.0863967,5.086851,3.699809,3.2845137,4.3053865,2.305504,-0.82917017,-0.34214762,0.6653069,0.63924915,-0.5635859,-0.5778569,-0.19541341,0.52866703,-0.2724866,0.09280955,0.7218292,-0.8104684,1.0822437,0.10459734,0.7018203,-0.5635858,0.6244795,-0.9526529,1.0175765,-0.017480824,0.43424854,-0.5635858,-0.43758652,-0.42914775,-0.19755872,0.0
FXYD3,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,1.1621174,-0.5232038,-0.27003765,-0.6455928,-0.40537044,1.876254,0.33144903,3.6802132,2.1263192,1.1261967,0.16038999,0.56839424,0.35278115,2.088317,-0.07621645,3.7179852,0.77528113,0.6362846,3.5465293,0.41119915,3.0677984,3.2350614,4.6198606,2.2993474,0.34476188,1.2882792,-0.46780533,-0.19981906,-0.5703355,0.3271984,2.61243,-0.04941841,-0.5953925,-0.3265861,1.1811974,1.1366374,0.38796365,4.5096283,4.310228,-0.82917017,-0.50466835,-1.5030656,-0.26453322,-0.5635859,-0.5778569,-0.19541341,0.52866703,-0.2724866,-0.34918836,0.7218292,-0.8104684,1.0822437,0.10459734,0.7018203,-0.5635858,0.6244795,-0.9526529,1.0175765,-0.017480824,0.43424854,-0.5635858,-0.43758652,-0.42914775,-0.19755872,0.0
FXYD6,-0.31004956,-0.48673418,-0.36630076,0.38093293,-0.22007059,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.500917,-0.6455928,-0.40537044,-0.5805805,-0.5959015,0.45276225,0.8317672,-0.19235396,1.9504777,0.04431221,-0.4386178,-0.47705504,0.40247306,-0.24332052,1.7006329,0.31296697,0.6202177,-0.29637903,-0.41983634,0.9773803,1.3856969,-0.42175782,0.9033449,3.0461876,1.9826031,1.1547189,-0.12334178,2.0017567,0.72975713,3.711312,0.10130619,0.11459748,3.0983257,1.2531751,1.1205906,3.3464468,0.9435277,-0.82917017,-0.42340797,0.6653069,0.7038051,-0.5635859,-0.5778569,-0.19541341,0.52866703,-0.2724866,-0.34918836,0.7218292,-0.8104684,1.0822437,0.10459734,0.7018203,-0.5635858,0.6244795,-0.9526529,1.0175765,-0.017480824,0.43424854,-0.5635858,-0.43758652,-0.42914775,-0.19755872,0.0
LRP4,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.4090951,0.6653069,0.12280213,-0.6290498,-0.5778569,-0.19649075,1.3520501,-0.2724866,-0.72318655,-0.38735297,-0.2468676,0.35668585,-0.8056269,-0.43818998,-0.6290498,0.17997433,-0.3998472,0.719411,-0.1339807,0.011414376,-0.6290498,-0.54231733,-0.40525672,0.25106364,0.0
DOK7,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.50315416,0.34388316,-0.40537044,-0.5805805,0.3280138,-0.307525,-0.47539708,-0.39530912,-0.24353917,-0.097554326,0.51631373,0.15121683,0.8158701,-0.2123697,-0.033014055,-0.33531693,0.26076356,-0.15520416,-0.13227113,0.2138241,-0.47964406,2.1442916,1.0078468,0.27456832,1.6563092,-0.29553393,-0.26378664,1.2062798,3.2267902,-0.4596709,0.87023926,-0.3577757,-0.82733715,0.86375177,1.4877603,0.32465678,-0.2650526,-0.82917017,-0.34214762,0.6653069,-1.2974274,-0.6290498,-0.5778569,-0.19649075,1.3520501,-0.2724866,-0.7571864,-0.13209343,-0.8371509,0.71509755,-0.8056269,-0.20194466,-0.6290498,0.48242724,-0.8907659,0.95345485,-0.1339807,0.30538478,-0.6290498,-0.54231733,-0.40525672,0.4004024,0.0
COLQ,-0.31004956,0.17430516,-0.36630076,-0.4674756,0.22659734,0.08304483,-0.51688725,-0.4201376,0.33158648,-0.43505645,-0.5232038,-0.2639311,0.35794905,-0.40537044,-0.5805805,0.32716712,0.036752917,-0.33360893,1.4690379,1.5399371,1.4934018,1.1962252,0.5532294,2.9269817,0.1580152,-0.030380933,-0.54209936,2.6138918,1.440375,-0.005301391,1.2191842,2.3717935,-0.1535697,-0.3274499,-0.6392674,-0.47604004,-0.4332628,-0.08067914,-0.22484411,-0.60004485,-0.03210647,0.16518576,-0.18947417,0.3421751,-0.52690655,-0.054510396,0.3790724,0.10046831,-0.82917017,-0.50466835,-1.5030656,0.31646973,-0.6290498,-0.5778569,-0.19649075,1.3520501,-0.2724866,-0.7911863,-0.13209343,-0.8371509,0.71509755,-0.8056269,-0.20194466,-0.6290498,0.48242724,-0.8907659,0.95345485,-0.1339807,0.30538478,-0.6290498,-0.54231733,-0.40525672,0.4004024,0.0
CNGA3,-0.31004956,-0.15683246,1.7858067,-0.4674756,-0.69487053,2.3491118,1.0920147,1.7190744,0.3573224,1.1627254,2.4209564,-0.25364527,-0.14277738,-0.40537044,0.1946376,-0.5959015,-0.03873902,-0.39414877,-0.2678529,0.9886003,0.89965326,0.63242656,0.06476937,-0.071641035,1.7667723,0.3066001,1.5838069,1.8663095,-0.18435243,1.6758407,0.12654938,0.15745938,-0.69468766,-0.09125703,4.5615225,2.6153283,2.3128567,1.5594132,1.084273,0.045086116,4.2976303,2.538884,-0.85164565,1.6760705,3.5953298,1.2881467,1.1695546,-0.6709902,1.2060251,-0.4413128,0.6653069,-1.620207,-0.6028642,-0.5778569,-0.19649075,1.3520501,-0.2724866,-0.72318655,0.39921287,0.6791697,0.18672639,0.38376406,0.5721911,-0.6028642,0.5549331,-0.7200514,0.8925393,-0.009159405,0.46243748,-0.6028642,-0.50740707,-0.40525672,-0.7112351,0.0
IGSF1,1.8578498,1.1490926,1.7689673,1.1823139,3.8204856,1.5477873,3.28412,0.6626601,-0.46643153,-0.43505645,1.4319309,1.183702,0.31021592,4.244318,1.9060074,-0.5959015,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,0.056689024,2.778415,1.1898828,4.9200644,0.7644693,0.46938235,-0.08807788,4.793267,0.97997236,-0.44647425,0.09163766,1.1780516,0.982473,0.7557735,1.8239427,0.2552416,-0.82917017,-0.50466835,-1.5030656,-0.974648,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.5871872,0.041112103,-1.5234727,1.0450596,-0.92761576,-0.04164119,-0.64214253,0.53214556,-0.99836457,0.99833995,-0.15062355,0.3537087,-0.64214253,-0.54231733,-0.42914775,-0.85553354,0.0
GSTM1,-0.31004956,-0.48673418,-0.36630076,0.3825545,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,0.27724674,2.1031568,1.801446,4.5124187,3.9363496,1.2846504,2.9782553,1.2470692,2.5712144,0.47527608,1.7044318,3.3882346,1.5771426,3.250868,3.4018207,1.9667225,2.137128,-0.26187152,1.5127673,6.295872,5.150162,1.7327483,-0.4758383,0.29059002,-0.31163633,0.4827252,8.084985,2.6679134,3.6654825,0.41533577,3.193938,-0.2749886,-0.82917017,-0.50466835,-1.5030656,0.31646973,-0.5897714,-0.5778569,-0.17128423,-0.3770544,-0.2724866,-0.34918836,-1.661268,-0.13759655,-0.9577778,-2.066606,-1.4370613,-0.5897714,0.16091564,-0.2128025,0.50780976,-0.059087925,0.10403519,-0.5897714,-0.55977243,-0.30969253,-0.8630438,0.0
CYP2C18,-0.31004956,0.17303985,-0.36630076,-0.4674756,-0.22237106,-0.26709437,0.041078653,-0.4201376,-0.46643153,1.1700803,-0.5232038,-0.007363687,-0.6455928,1.1551224,0.24346824,-0.5959015,0.6527843,1.7301114,2.777787,2.406512,-0.46548325,0.37219977,1.7352992,0.9683514,5.902372,0.3755466,-0.4042825,4.2198615,0.8433629,3.3068638,4.740102,1.0680783,2.325259,2.7892659,-0.7332789,-0.8200052,2.7222486,3.1957223,-0.34157658,-0.7414457,0.91735655,2.0354865,0.7762231,-0.23375238,1.9427503,-0.12174062,2.4698048,0.17111397,-0.82917017,-0.50466835,-1.5030656,-1.4265393,-0.61595696,-0.5778569,-0.19637877,0.39143655,-0.2724866,-0.34918836,-0.53109205,-0.44953752,0.41060573,-0.8441497,-0.8722484,-0.61595696,0.31117538,-0.7329031,0.8412421,-0.15894496,0.11208918,-0.61595696,-0.54231733,-0.38136566,-0.2688361,0.0
CYP2A13,1.1439532,-0.15621622,1.7892265,1.2331997,0.25788742,-0.2663443,-0.51688725,-0.4201376,0.36296788,1.1732527,-0.5232038,0.742292,-0.14113845,-0.40537044,-0.5805805,2.188045,3.6905975,-0.36884162,1.402478,3.2798896,-0.36861134,3.9422505,0.45355076,-0.00780299,4.419073,1.565448,-0.48221868,2.078839,1.0592644,1.690062,0.41114342,0.6630166,-0.69468766,-0.79775774,-0.8127217,-0.8200052,-0.83866435,-0.774365,6.0243564,-0.7414457,-0.82874537,-0.7944824,2.1796763,-0.84370196,-0.82285285,4.4950914,-0.81575817,-0.6709902,-0.82917017,-0.50466835,-1.5030656,-2.0720983,-0.4850291,-0.5778569,-0.18213831,0.16975647,-0.2724866,-0.34918836,-0.1741666,-0.940857,0.6355386,-0.6985227,-0.30188745,-0.48502913,0.50728637,-0.79978025,0.8861272,-0.042445086,0.4020326,-0.48502913,-0.45504165,-0.26191044,-0.45363304,0.0
CYP2S1,-0.31004956,0.17452164,-0.36630076,0.3827324,-0.21853021,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,0.24287216,0.35930637,-0.40537044,-0.5805805,-0.5959015,0.7681804,-0.42165548,-0.051275767,0.3450795,2.7112966,-0.43551025,0.21600202,0.50132257,-0.3418839,-0.5550598,-0.53507346,-0.38311967,0.011093942,-0.09472018,-0.41732928,0.11542536,-0.67765486,-0.4024484,0.43932816,1.0731773,-0.09825773,-0.28448603,-0.36921006,3.9629836,0.115605265,0.5498355,0.2585559,-0.40710884,0.50742346,1.0881819,1.9527237,-0.23421563,1.2060251,-0.50466835,-1.5030656,-0.19997731,-0.5112147,-0.5778569,-0.19622831,0.6708877,-0.2724866,-0.7911863,0.11872269,0.14412723,0.5727087,0.5251602,-0.23318446,-0.5112147,0.51180625,-0.7852126,0.8829211,-0.009159405,0.3537087,-0.5112147,-0.45504165,-0.30969253,-0.7880768,0.0
LRTOMT,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.24834996,0.6653069,0.7038051,-0.5112147,-0.5778569,-0.15918878,-0.69143707,-0.2724866,1.1468046,-0.8241943,0.48091906,-0.76975685,-0.6437145,-0.7331124,-0.5112147,0.36867782,-0.61565775,0.7065867,-0.08405218,0.28927684,-0.5112147,-0.50740707,-0.23801939,0.36291665,0.0
PPIG,-0.31004956,0.17091896,-0.36630076,0.3814896,1.6200341,0.11586508,0.028906547,0.66047347,-0.46643153,-0.43505645,0.46012792,2.5976284,-0.17118266,-0.40537044,-0.5805805,0.3295893,-0.4173313,-0.5642557,-0.5412073,-0.49667296,-0.5169749,-0.47653422,-0.4560469,-0.2723694,-0.5972608,-0.5352825,-0.3654574,-0.5103446,-0.4837559,-0.40569317,-0.480977,-0.4320189,-0.42999604,-0.7031981,-0.25498486,-0.26423618,-0.38135186,-0.6875701,-0.735985,-0.18804996,-0.54518425,-0.6041568,-0.71101713,-0.5705293,-0.264819,-0.7606573,-0.7489201,-0.3747248,-0.82917017,-0.47262853,0.6653069,0.7038051,-0.55049306,-0.5778569,-0.17306435,0.11697551,-0.46848515,0.4668078,-0.7302821,0.6804719,-1.2180066,-0.9642124,-0.48573655,-0.55049306,0.42235097,-0.7731301,0.84444815,-0.10901645,0.27719584,-0.55049306,-0.54231733,-0.26191044,0.6031623,0.0
BTBD2,-0.31004956,-0.1560769,-0.36630076,-0.4674756,0.2478159,0.11977772,-0.51688725,-0.4201376,0.3620741,-0.43505645,0.46475536,-0.0062540774,-0.1417981,1.1547669,-0.5805805,-0.5959015,1.5062598,1.0249095,-0.39911672,-0.07102694,0.37082922,-0.091210976,0.8497786,1.2965118,1.2787145,0.09358978,-0.05289516,0.022921115,-0.021676322,1.8964751,0.16268192,5.191896,-0.34690845,-0.7501202,-0.6975657,-0.24094148,-0.75825167,-0.65752804,-0.5164352,-0.6581778,-0.6565784,-0.5964494,-0.20898417,-0.56797665,-0.8217973,-0.43756858,-0.5501323,-0.50255996,1.2060251,-0.42340797,0.6653069,0.7038051,-0.61595696,-0.5778569,-0.19630976,0.39143655,-0.2724866,-0.5871872,-1.5896384,-0.6884391,-0.41906473,-2.1142342,-1.5267363,-0.61595696,-0.27991983,0.6594415,0.1294924,-0.09237361,0.11208918,-0.61595696,-0.55977243,-0.35747463,-2.4474173,0.0
HENMT1,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,0.11665973,0.04049092,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49733844,-0.6455928,1.1503471,1.0693461,-0.5959015,1.9655539,1.4202919,2.0867524,-0.27688152,0.26066786,0.7514221,-0.32421017,3.5008435,0.31166402,0.49482095,1.0992924,1.2453208,1.3142875,0.5431147,0.38268173,1.3094984,-0.6934183,-0.32454592,0.3478645,0.20866872,1.0387863,0.77802575,-0.52704406,-0.037946075,0.6388595,1.6384814,-0.6769187,-0.52996665,0.47013074,-0.33954725,0.7152382,0.1418064,-0.82917017,-0.42340797,0.6653069,0.5101375,-0.4850291,-0.5778569,-0.19605838,0.7239565,-0.2724866,-0.34918836,1.3065329,-0.8843229,1.4388298,0.5731986,1.2253228,-0.48502913,0.7042473,-0.9455694,1.0304008,0.057411958,0.53089637,-0.48502913,-0.33285573,-0.42914775,0.2143282,0.0
COQ4,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.007297365,-0.14172617,-0.40537044,-0.5805805,-0.5959015,-0.58477825,-0.16497152,-0.29808104,-0.10942035,-0.60065675,-0.17605051,-0.296253,0.045198526,-0.1553007,-0.51510644,-0.4913253,-0.26077327,-0.34050053,-0.5051682,-0.48227352,-0.23229215,-0.4306872,-0.51651734,-0.58931917,-0.29821855,-0.34852853,-0.44069734,-0.82650137,-0.3729901,-0.505258,-0.6047203,-0.5342021,-0.44797423,-0.35090607,-0.824259,-0.48445493,-0.6212443,-0.82917017,1.36432,0.6653069,0.7038051,-0.5635859,-0.5778569,-0.16606413,0.9403586,-0.2724866,-0.7911863,0.8958994,1.6105884,-0.07080801,1.1984751,1.3962624,-0.5635858,0.65170616,-0.8551458,0.96627915,0.032447696,0.50673443,-0.5635858,-0.47249678,-0.38136566,-0.061672065,0.0
ALG10,-0.31004956,-0.15588874,3.917925,-0.4674756,1.1922606,0.50506437,0.6000687,-0.4201376,1.1869984,2.7796998,-0.5232038,-0.25439882,-0.149627,-0.40537044,1.1055472,-0.5959015,-0.43862173,-0.488276,-0.18012004,-0.41652635,0.36149603,-0.56365883,-0.4313708,-0.4773965,-0.43881553,-0.07653699,-0.2353683,-0.50236934,0.5005952,-0.24602339,-0.37412325,-0.3918996,-0.65036625,-0.714565,-0.5469014,-0.23956504,0.08910362,-0.09601714,-0.19382522,-0.17301056,-0.08312518,-0.04489724,-0.5336227,-0.11110162,-0.27030748,0.12843098,0.07528479,-0.55464983,-0.82917017,-0.41121894,0.6653069,0.18735789,-0.57667863,-0.5778569,-0.11082205,0.39143655,-0.2724866,-0.7571864,0.3533591,2.2874656,-1.0950925,0.90221655,0.68330187,-0.57667863,0.64263064,-0.91201055,0.99833995,0.0074834363,0.47854546,-0.57667863,-0.47249678,-0.40525672,-0.733363,0.0
